Bill_ID,Bill_Date,Product_Name,Quantity,Unit_Price,Total_Price,Bill_Total
11,2026-03-23,Cotton_Saree_6,3,900.0,2700.0,14725.0
11,2026-03-23,Nighty_2,1,375.0,375.0,14725.0
11,2026-03-23,Kids_dress_2,2,625.0,1250.0,14725.0
11,2026-03-23,Silk_Saree_3,4,950.0,3800.0,14725.0
11,2026-03-23,Plazo_Patiala_Pant_3,2,350.0,700.0,14725.0
11,2026-03-23,Kids_dress_6,4,725.0,2900.0,14725.0
12,2026-02-10,Kurti_Chudidar_Top_9,1,610.0,610.0,8045.0
12,2026-02-10,Plazo_Patiala_Pant_5,4,450.0,1800.0,8045.0
12,2026-02-10,Plazo_Patiala_Pant_2,3,300.0,900.0,8045.0
12,2026-02-10,Kurti_Chudidar_Top_1,1,410.0,410.0,8045.0
12,2026-02-10,Silk_Saree_2,4,850.0,3400.0,8045.0
12,2026-02-10,Leggings_2,5,185.0,925.0,8045.0
13,2026-01-11,Nighty_2,4,375.0,1500.0,3330.0
13,2026-01-11,Kurti_Chudidar_Top_9,3,610.0,1830.0,3330.0
14,2026-01-10,Cotton_Saree_5,1,850.0,850.0,12610.0
14,2026-01-10,Cotton_Saree_2,4,700.0,2800.0,12610.0
14,2026-01-10,Kids_dress_1,2,600.0,1200.0,12610.0
14,2026-01-10,Kurti_Chudidar_Top_5,1,510.0,510.0,12610.0
14,2026-01-10,Catalogue_Sareee_5,5,710.0,3550.0,12610.0
14,2026-01-10,Cotton_Saree_1,4,650.0,2600.0,12610.0
14,2026-01-10,Plazo_Patiala_Pant_1,2,250.0,500.0,12610.0
14,2026-01-10,Plazo_Patiala_Pant_2,2,300.0,600.0,12610.0
15,2026-02-25,Leggings_3,4,195.0,780.0,8520.0
15,2026-02-25,Catalogue_Sareee_6,3,725.0,2175.0,8520.0
15,2026-02-25,Kurti_Chudidar_Top_4,5,485.0,2425.0,8520.0
15,2026-02-25,Catalogue_Sareee_10,4,785.0,3140.0,8520.0
16,2026-02-11,Catalogue_Sareee_7,3,740.0,2220.0,7315.0
16,2026-02-11,Nighty_3,4,425.0,1700.0,7315.0
16,2026-02-11,Catalogue_Sareee_4,1,695.0,695.0,7315.0
16,2026-02-11,Nighty_1,1,325.0,325.0,7315.0
16,2026-02-11,Kids_dress_8,1,775.0,775.0,7315.0
16,2026-02-11,Plazo_Patiala_Pant_4,4,400.0,1600.0,7315.0
17,2026-02-28,Kurti_Chudidar_Top_5,1,510.0,510.0,4710.0
17,2026-02-28,Kids_dress_7,5,750.0,3750.0,4710.0
17,2026-02-28,Plazo_Patiala_Pant_5,1,450.0,450.0,4710.0
18,2026-02-11,Plazo_Patiala_Pant_3,2,350.0,700.0,16015.0
18,2026-02-11,Kurti_Chudidar_Top_7,4,560.0,2240.0,16015.0
18,2026-02-11,Leggings_1,3,175.0,525.0,16015.0
18,2026-02-11,Kids_dress_2,3,625.0,1875.0,16015.0
18,2026-02-11,Cotton_Saree_1,3,650.0,1950.0,16015.0
18,2026-02-11,Catalogue_Sareee_7,5,740.0,3700.0,16015.0
18,2026-02-11,Nighty_3,5,425.0,2125.0,16015.0
18,2026-02-11,Kids_dress_6,4,725.0,2900.0,16015.0
19,2026-03-03,Kids_dress_4,1,675.0,675.0,675.0
20,2026-03-01,Plazo_Patiala_Pant_4,4,400.0,1600.0,11610.0
20,2026-03-01,Catalogue_Sareee_9,3,770.0,2310.0,11610.0
20,2026-03-01,Kurti_Chudidar_Top_9,2,610.0,1220.0,11610.0
20,2026-03-01,Kurti_Chudidar_Top_1,2,410.0,820.0,11610.0
20,2026-03-01,Catalogue_Sareee_5,1,710.0,710.0,11610.0
20,2026-03-01,Nighty_3,4,425.0,1700.0,11610.0
20,2026-03-01,Kids_dress_3,5,650.0,3250.0,11610.0
21,2026-01-27,Catalogue_Sareee_3,4,680.0,2720.0,7220.0
21,2026-01-27,Cotton_Saree_6,5,900.0,4500.0,7220.0
22,2026-02-20,Cotton_Saree_4,2,800.0,1600.0,5075.0
22,2026-02-20,Catalogue_Sareee_4,5,695.0,3475.0,5075.0
23,2026-02-22,Plazo_Patiala_Pant_4,3,400.0,1200.0,6770.0
23,2026-02-22,Nighty_3,5,425.0,2125.0,6770.0
23,2026-02-22,Kids_dress_10,3,825.0,2475.0,6770.0
23,2026-02-22,Kurti_Chudidar_Top_4,2,485.0,970.0,6770.0
24,2026-03-29,Kids_dress_4,4,675.0,2700.0,9820.0
24,2026-03-29,Nighty_1,1,325.0,325.0,9820.0
24,2026-03-29,Kurti_Chudidar_Top_4,3,485.0,1455.0,9820.0
24,2026-03-29,Leggings_2,2,185.0,370.0,9820.0
24,2026-03-29,Kids_dress_2,2,625.0,1250.0,9820.0
24,2026-03-29,Kids_dress_8,4,775.0,3100.0,9820.0
24,2026-03-29,Leggings_3,1,195.0,195.0,9820.0
24,2026-03-29,Nighty_3,1,425.0,425.0,9820.0
25,2026-01-05,Kids_dress_10,2,825.0,1650.0,13105.0
25,2026-01-05,Catalogue_Sareee_3,5,680.0,3400.0,13105.0
25,2026-01-05,Nighty_3,4,425.0,1700.0,13105.0
25,2026-01-05,Nighty_4,5,475.0,2375.0,13105.0
25,2026-01-05,Kurti_Chudidar_Top_6,4,535.0,2140.0,13105.0
25,2026-01-05,Kurti_Chudidar_Top_3,4,460.0,1840.0,13105.0
26,2026-03-12,Catalogue_Sareee_10,2,785.0,1570.0,1570.0
27,2026-01-28,Catalogue_Sareee_7,3,740.0,2220.0,2220.0
28,2026-02-26,Silk_Saree_1,1,750.0,750.0,14370.0
28,2026-02-26,Kids_dress_7,5,750.0,3750.0,14370.0
28,2026-02-26,Kids_dress_6,1,725.0,725.0,14370.0
28,2026-02-26,Catalogue_Sareee_9,1,770.0,770.0,14370.0
28,2026-02-26,Catalogue_Sareee_2,5,665.0,3325.0,14370.0
28,2026-02-26,Kids_dress_8,4,775.0,3100.0,14370.0
28,2026-02-26,Kids_dress_3,3,650.0,1950.0,14370.0
29,2026-02-09,Silk_Saree_5,3,800.0,2400.0,6150.0
29,2026-02-09,Cotton_Saree_3,5,750.0,3750.0,6150.0
30,2026-02-11,Catalogue_Sareee_6,1,725.0,725.0,18280.0
30,2026-02-11,Silk_Saree_1,5,750.0,3750.0,18280.0
30,2026-02-11,Cotton_Saree_6,3,900.0,2700.0,18280.0
30,2026-02-11,Catalogue_Sareee_9,4,770.0,3080.0,18280.0
30,2026-02-11,Kids_dress_7,5,750.0,3750.0,18280.0
30,2026-02-11,Kurti_Chudidar_Top_2,5,435.0,2175.0,18280.0
30,2026-02-11,Cotton_Saree_2,3,700.0,2100.0,18280.0
31,2026-02-04,Silk_Saree_2,2,850.0,1700.0,10600.0
31,2026-02-04,Kurti_Chudidar_Top_8,5,585.0,2925.0,10600.0
31,2026-02-04,Catalogue_Sareee_8,2,755.0,1510.0,10600.0
31,2026-02-04,Nighty_5,5,525.0,2625.0,10600.0
31,2026-02-04,Catalogue_Sareee_6,2,725.0,1450.0,10600.0
31,2026-02-04,Leggings_3,2,195.0,390.0,10600.0
32,2026-02-19,Silk_Saree_5,1,800.0,800.0,800.0
33,2026-03-04,Kurti_Chudidar_Top_2,3,435.0,1305.0,9055.0
33,2026-03-04,Nighty_1,2,325.0,650.0,9055.0
33,2026-03-04,Silk_Saree_3,2,950.0,1900.0,9055.0
33,2026-03-04,Silk_Saree_2,4,850.0,3400.0,9055.0
33,2026-03-04,Cotton_Saree_2,2,700.0,1400.0,9055.0
33,2026-03-04,Plazo_Patiala_Pant_4,1,400.0,400.0,9055.0
34,2026-03-08,Nighty_1,1,325.0,325.0,4365.0
34,2026-03-08,Silk_Saree_2,3,850.0,2550.0,4365.0
34,2026-03-08,Leggings_2,2,185.0,370.0,4365.0
34,2026-03-08,Kurti_Chudidar_Top_7,2,560.0,1120.0,4365.0
35,2026-02-04,Silk_Saree_1,2,750.0,1500.0,2710.0
35,2026-02-04,Plazo_Patiala_Pant_3,2,350.0,700.0,2710.0
35,2026-02-04,Kurti_Chudidar_Top_5,1,510.0,510.0,2710.0
36,2026-02-14,Catalogue_Sareee_2,1,665.0,665.0,3805.0
36,2026-02-14,Catalogue_Sareee_10,4,785.0,3140.0,3805.0
37,2026-01-22,Silk_Saree_5,3,800.0,2400.0,5740.0
37,2026-01-22,Kurti_Chudidar_Top_5,4,510.0,2040.0,5740.0
37,2026-01-22,Cotton_Saree_1,2,650.0,1300.0,5740.0
38,2026-02-17,Kids_dress_6,3,725.0,2175.0,10540.0
38,2026-02-17,Catalogue_Sareee_10,2,785.0,1570.0,10540.0
38,2026-02-17,Catalogue_Sareee_6,2,725.0,1450.0,10540.0
38,2026-02-17,Kurti_Chudidar_Top_5,4,510.0,2040.0,10540.0
38,2026-02-17,Kurti_Chudidar_Top_2,3,435.0,1305.0,10540.0
38,2026-02-17,Plazo_Patiala_Pant_4,5,400.0,2000.0,10540.0
39,2026-01-22,Plazo_Patiala_Pant_2,3,300.0,900.0,5845.0
39,2026-01-22,Nighty_2,3,375.0,1125.0,5845.0
39,2026-01-22,Cotton_Saree_2,2,700.0,1400.0,5845.0
39,2026-01-22,Kurti_Chudidar_Top_8,2,585.0,1170.0,5845.0
39,2026-01-22,Kids_dress_2,2,625.0,1250.0,5845.0
40,2026-03-19,Cotton_Saree_6,1,900.0,900.0,9755.0
40,2026-03-19,Catalogue_Sareee_8,3,755.0,2265.0,9755.0
40,2026-03-19,Kids_dress_6,3,725.0,2175.0,9755.0
40,2026-03-19,Catalogue_Sareee_3,3,680.0,2040.0,9755.0
40,2026-03-19,Nighty_4,5,475.0,2375.0,9755.0
41,2026-02-22,Kids_dress_9,3,800.0,2400.0,2400.0
42,2026-02-13,Kurti_Chudidar_Top_1,2,410.0,820.0,12845.0
42,2026-02-13,Catalogue_Sareee_10,4,785.0,3140.0,12845.0
42,2026-02-13,Kids_dress_5,3,700.0,2100.0,12845.0
42,2026-02-13,Silk_Saree_3,1,950.0,950.0,12845.0
42,2026-02-13,Silk_Saree_1,5,750.0,3750.0,12845.0
42,2026-02-13,Catalogue_Sareee_4,3,695.0,2085.0,12845.0
43,2026-02-28,Silk_Saree_1,1,750.0,750.0,10300.0
43,2026-02-28,Silk_Saree_2,5,850.0,4250.0,10300.0
43,2026-02-28,Kurti_Chudidar_Top_5,1,510.0,510.0,10300.0
43,2026-02-28,Kurti_Chudidar_Top_2,4,435.0,1740.0,10300.0
43,2026-02-28,Cotton_Saree_5,2,850.0,1700.0,10300.0
43,2026-02-28,Nighty_5,2,525.0,1050.0,10300.0
43,2026-02-28,Plazo_Patiala_Pant_2,1,300.0,300.0,10300.0
44,2026-03-18,Kurti_Chudidar_Top_1,3,410.0,1230.0,6920.0
44,2026-03-18,Kurti_Chudidar_Top_8,2,585.0,1170.0,6920.0
44,2026-03-18,Kurti_Chudidar_Top_5,4,510.0,2040.0,6920.0
44,2026-03-18,Plazo_Patiala_Pant_5,2,450.0,900.0,6920.0
44,2026-03-18,Cotton_Saree_6,1,900.0,900.0,6920.0
44,2026-03-18,Leggings_4,1,205.0,205.0,6920.0
44,2026-03-18,Nighty_4,1,475.0,475.0,6920.0
45,2026-03-04,Kids_dress_9,4,800.0,3200.0,10050.0
45,2026-03-04,Cotton_Saree_1,2,650.0,1300.0,10050.0
45,2026-03-04,Kids_dress_1,3,600.0,1800.0,10050.0
45,2026-03-04,Kids_dress_7,5,750.0,3750.0,10050.0
46,2026-03-16,Nighty_5,5,525.0,2625.0,8000.0
46,2026-03-16,Kids_dress_9,1,800.0,800.0,8000.0
46,2026-03-16,Kids_dress_10,5,825.0,4125.0,8000.0
46,2026-03-16,Plazo_Patiala_Pant_5,1,450.0,450.0,8000.0
47,2026-01-22,Nighty_3,2,425.0,850.0,8010.0
47,2026-01-22,Plazo_Patiala_Pant_1,3,250.0,750.0,8010.0
47,2026-01-22,Kids_dress_1,1,600.0,600.0,8010.0
47,2026-01-22,Kurti_Chudidar_Top_4,5,485.0,2425.0,8010.0
47,2026-01-22,Silk_Saree_3,3,950.0,2850.0,8010.0
47,2026-01-22,Kurti_Chudidar_Top_6,1,535.0,535.0,8010.0
48,2026-02-24,Cotton_Saree_6,3,900.0,2700.0,11600.0
48,2026-02-24,Plazo_Patiala_Pant_2,3,300.0,900.0,11600.0
48,2026-02-24,Kids_dress_5,4,700.0,2800.0,11600.0
48,2026-02-24,Cotton_Saree_5,1,850.0,850.0,11600.0
48,2026-02-24,Catalogue_Sareee_5,5,710.0,3550.0,11600.0
48,2026-02-24,Kids_dress_9,1,800.0,800.0,11600.0
49,2026-02-13,Silk_Saree_3,3,950.0,2850.0,4935.0
49,2026-02-13,Leggings_2,1,185.0,185.0,4935.0
49,2026-02-13,Nighty_4,4,475.0,1900.0,4935.0
50,2026-01-10,Kurti_Chudidar_Top_3,2,460.0,920.0,12370.0
50,2026-01-10,Leggings_2,1,185.0,185.0,12370.0
50,2026-01-10,Silk_Saree_1,2,750.0,1500.0,12370.0
50,2026-01-10,Catalogue_Sareee_4,5,695.0,3475.0,12370.0
50,2026-01-10,Kurti_Chudidar_Top_4,3,485.0,1455.0,12370.0
50,2026-01-10,Catalogue_Sareee_7,1,740.0,740.0,12370.0
50,2026-01-10,Cotton_Saree_2,3,700.0,2100.0,12370.0
50,2026-01-10,Catalogue_Sareee_2,3,665.0,1995.0,12370.0
51,2026-03-19,Kurti_Chudidar_Top_2,1,435.0,435.0,8150.0
51,2026-03-19,Catalogue_Sareee_3,2,680.0,1360.0,8150.0
51,2026-03-19,Leggings_1,1,175.0,175.0,8150.0
51,2026-03-19,Kurti_Chudidar_Top_7,3,560.0,1680.0,8150.0
51,2026-03-19,Cotton_Saree_6,5,900.0,4500.0,8150.0
52,2026-02-05,Cotton_Saree_1,3,650.0,1950.0,5075.0
52,2026-02-05,Leggings_1,1,175.0,175.0,5075.0
52,2026-02-05,Cotton_Saree_4,2,800.0,1600.0,5075.0
52,2026-02-05,Kids_dress_4,2,675.0,1350.0,5075.0
53,2026-03-10,Kids_dress_8,4,775.0,3100.0,8725.0
53,2026-03-10,Catalogue_Sareee_3,2,680.0,1360.0,8725.0
53,2026-03-10,Kids_dress_1,5,600.0,3000.0,8725.0
53,2026-03-10,Leggings_4,1,205.0,205.0,8725.0
53,2026-03-10,Kurti_Chudidar_Top_2,1,435.0,435.0,8725.0
53,2026-03-10,Kids_dress_2,1,625.0,625.0,8725.0
54,2026-02-20,Plazo_Patiala_Pant_4,4,400.0,1600.0,4525.0
54,2026-02-20,Nighty_1,1,325.0,325.0,4525.0
54,2026-02-20,Silk_Saree_3,2,950.0,1900.0,4525.0
54,2026-02-20,Cotton_Saree_2,1,700.0,700.0,4525.0
55,2026-01-01,Kids_dress_10,2,825.0,1650.0,8070.0
55,2026-01-01,Kurti_Chudidar_Top_6,4,535.0,2140.0,8070.0
55,2026-01-01,Catalogue_Sareee_9,4,770.0,3080.0,8070.0
55,2026-01-01,Kids_dress_9,1,800.0,800.0,8070.0
55,2026-01-01,Plazo_Patiala_Pant_4,1,400.0,400.0,8070.0
56,2026-01-04,Kurti_Chudidar_Top_4,4,485.0,1940.0,16790.0
56,2026-01-04,Leggings_1,2,175.0,350.0,16790.0
56,2026-01-04,Catalogue_Sareee_5,4,710.0,2840.0,16790.0
56,2026-01-04,Catalogue_Sareee_6,3,725.0,2175.0,16790.0
56,2026-01-04,Silk_Saree_3,2,950.0,1900.0,16790.0
56,2026-01-04,Kids_dress_2,1,625.0,625.0,16790.0
56,2026-01-04,Kids_dress_9,5,800.0,4000.0,16790.0
56,2026-01-04,Catalogue_Sareee_7,4,740.0,2960.0,16790.0
57,2026-01-20,Catalogue_Sareee_5,5,710.0,3550.0,4290.0
57,2026-01-20,Catalogue_Sareee_7,1,740.0,740.0,4290.0
58,2026-03-18,Kids_dress_1,1,600.0,600.0,1265.0
58,2026-03-18,Catalogue_Sareee_2,1,665.0,665.0,1265.0
59,2026-01-23,Kids_dress_2,5,625.0,3125.0,4175.0
59,2026-01-23,Nighty_5,2,525.0,1050.0,4175.0
60,2026-01-23,Kids_dress_7,2,750.0,1500.0,15875.0
60,2026-01-23,Kids_dress_8,2,775.0,1550.0,15875.0
60,2026-01-23,Silk_Saree_1,2,750.0,1500.0,15875.0
60,2026-01-23,Kids_dress_9,5,800.0,4000.0,15875.0
60,2026-01-23,Kids_dress_10,1,825.0,825.0,15875.0
60,2026-01-23,Kids_dress_1,2,600.0,1200.0,15875.0
60,2026-01-23,Kids_dress_2,5,625.0,3125.0,15875.0
60,2026-01-23,Kids_dress_6,3,725.0,2175.0,15875.0
61,2026-03-18,Kurti_Chudidar_Top_6,5,535.0,2675.0,10800.0
61,2026-03-18,Nighty_2,3,375.0,1125.0,10800.0
61,2026-03-18,Cotton_Saree_6,4,900.0,3600.0,10800.0
61,2026-03-18,Silk_Saree_2,4,850.0,3400.0,10800.0
62,2026-03-06,Silk_Saree_3,4,950.0,3800.0,5690.0
62,2026-03-06,Kurti_Chudidar_Top_7,1,560.0,560.0,5690.0
62,2026-03-06,Catalogue_Sareee_2,2,665.0,1330.0,5690.0
63,2026-02-12,Kids_dress_5,3,700.0,2100.0,10040.0
63,2026-02-12,Catalogue_Sareee_9,2,770.0,1540.0,10040.0
63,2026-02-12,Catalogue_Sareee_3,4,680.0,2720.0,10040.0
63,2026-02-12,Nighty_3,1,425.0,425.0,10040.0
63,2026-02-12,Kurti_Chudidar_Top_9,3,610.0,1830.0,10040.0
63,2026-02-12,Nighty_4,3,475.0,1425.0,10040.0
64,2026-03-09,Leggings_1,4,175.0,700.0,9325.0
64,2026-03-09,Cotton_Saree_4,5,800.0,4000.0,9325.0
64,2026-03-09,Catalogue_Sareee_10,5,785.0,3925.0,9325.0
64,2026-03-09,Kids_dress_5,1,700.0,700.0,9325.0
65,2026-01-10,Catalogue_Sareee_10,2,785.0,1570.0,1570.0
66,2026-03-19,Cotton_Saree_5,3,850.0,2550.0,9005.0
66,2026-03-19,Cotton_Saree_6,2,900.0,1800.0,9005.0
66,2026-03-19,Catalogue_Sareee_2,2,665.0,1330.0,9005.0
66,2026-03-19,Kids_dress_2,1,625.0,625.0,9005.0
66,2026-03-19,Nighty_3,2,425.0,850.0,9005.0
66,2026-03-19,Silk_Saree_5,1,800.0,800.0,9005.0
66,2026-03-19,Plazo_Patiala_Pant_3,3,350.0,1050.0,9005.0
67,2026-02-20,Cotton_Saree_6,4,900.0,3600.0,11795.0
67,2026-02-20,Leggings_4,5,205.0,1025.0,11795.0
67,2026-02-20,Silk_Saree_4,1,900.0,900.0,11795.0
67,2026-02-20,Catalogue_Sareee_1,4,650.0,2600.0,11795.0
67,2026-02-20,Leggings_2,2,185.0,370.0,11795.0
67,2026-02-20,Kurti_Chudidar_Top_1,2,410.0,820.0,11795.0
67,2026-02-20,Kurti_Chudidar_Top_7,3,560.0,1680.0,11795.0
67,2026-02-20,Silk_Saree_5,1,800.0,800.0,11795.0
68,2026-01-13,Catalogue_Sareee_4,2,695.0,1390.0,1390.0
69,2026-01-22,Kurti_Chudidar_Top_7,2,560.0,1120.0,9095.0
69,2026-01-22,Catalogue_Sareee_3,5,680.0,3400.0,9095.0
69,2026-01-22,Silk_Saree_5,4,800.0,3200.0,9095.0
69,2026-01-22,Kurti_Chudidar_Top_10,1,635.0,635.0,9095.0
69,2026-01-22,Leggings_2,4,185.0,740.0,9095.0
70,2026-01-11,Kurti_Chudidar_Top_4,1,485.0,485.0,6235.0
70,2026-01-11,Silk_Saree_1,5,750.0,3750.0,6235.0
70,2026-01-11,Plazo_Patiala_Pant_4,5,400.0,2000.0,6235.0
71,2026-03-01,Catalogue_Sareee_2,3,665.0,1995.0,11140.0
71,2026-03-01,Kurti_Chudidar_Top_4,2,485.0,970.0,11140.0
71,2026-03-01,Nighty_5,1,525.0,525.0,11140.0
71,2026-03-01,Kids_dress_10,4,825.0,3300.0,11140.0
71,2026-03-01,Plazo_Patiala_Pant_4,2,400.0,800.0,11140.0
71,2026-03-01,Plazo_Patiala_Pant_5,5,450.0,2250.0,11140.0
71,2026-03-01,Nighty_1,4,325.0,1300.0,11140.0
72,2026-02-03,Catalogue_Sareee_4,2,695.0,1390.0,4815.0
72,2026-02-03,Plazo_Patiala_Pant_4,5,400.0,2000.0,4815.0
72,2026-02-03,Nighty_4,3,475.0,1425.0,4815.0
73,2026-01-11,Catalogue_Sareee_3,4,680.0,2720.0,8915.0
73,2026-01-11,Silk_Saree_2,1,850.0,850.0,8915.0
73,2026-01-11,Cotton_Saree_3,2,750.0,1500.0,8915.0
73,2026-01-11,Kurti_Chudidar_Top_6,5,535.0,2675.0,8915.0
73,2026-01-11,Kurti_Chudidar_Top_8,2,585.0,1170.0,8915.0
74,2026-02-02,Plazo_Patiala_Pant_5,2,450.0,900.0,3255.0
74,2026-02-02,Catalogue_Sareee_10,3,785.0,2355.0,3255.0
75,2026-02-15,Kurti_Chudidar_Top_4,4,485.0,1940.0,4390.0
75,2026-02-15,Nighty_2,2,375.0,750.0,4390.0
75,2026-02-15,Cotton_Saree_5,2,850.0,1700.0,4390.0
76,2026-03-20,Kurti_Chudidar_Top_3,3,460.0,1380.0,4730.0
76,2026-03-20,Kids_dress_1,3,600.0,1800.0,4730.0
76,2026-03-20,Kids_dress_8,2,775.0,1550.0,4730.0
77,2026-01-15,Kurti_Chudidar_Top_2,4,435.0,1740.0,5340.0
77,2026-01-15,Kurti_Chudidar_Top_6,5,535.0,2675.0,5340.0
77,2026-01-15,Leggings_2,5,185.0,925.0,5340.0
78,2026-02-02,Silk_Saree_3,5,950.0,4750.0,15305.0
78,2026-02-02,Plazo_Patiala_Pant_3,5,350.0,1750.0,15305.0
78,2026-02-02,Catalogue_Sareee_1,2,650.0,1300.0,15305.0
78,2026-02-02,Kids_dress_10,4,825.0,3300.0,15305.0
78,2026-02-02,Catalogue_Sareee_6,4,725.0,2900.0,15305.0
78,2026-02-02,Kurti_Chudidar_Top_2,3,435.0,1305.0,15305.0
79,2026-01-13,Cotton_Saree_3,1,750.0,750.0,14265.0
79,2026-01-13,Plazo_Patiala_Pant_5,5,450.0,2250.0,14265.0
79,2026-01-13,Catalogue_Sareee_8,3,755.0,2265.0,14265.0
79,2026-01-13,Silk_Saree_5,3,800.0,2400.0,14265.0
79,2026-01-13,Kurti_Chudidar_Top_9,5,610.0,3050.0,14265.0
79,2026-01-13,Catalogue_Sareee_5,5,710.0,3550.0,14265.0
80,2026-02-27,Cotton_Saree_4,2,800.0,1600.0,9890.0
80,2026-02-27,Kids_dress_4,5,675.0,3375.0,9890.0
80,2026-02-27,Cotton_Saree_3,1,750.0,750.0,9890.0
80,2026-02-27,Catalogue_Sareee_8,3,755.0,2265.0,9890.0
80,2026-02-27,Nighty_4,4,475.0,1900.0,9890.0
81,2026-01-25,Silk_Saree_2,3,850.0,2550.0,11775.0
81,2026-01-25,Kids_dress_8,5,775.0,3875.0,11775.0
81,2026-01-25,Kurti_Chudidar_Top_9,3,610.0,1830.0,11775.0
81,2026-01-25,Leggings_4,4,205.0,820.0,11775.0
81,2026-01-25,Kids_dress_4,4,675.0,2700.0,11775.0
82,2026-01-07,Kurti_Chudidar_Top_5,2,510.0,1020.0,6390.0
82,2026-01-07,Kids_dress_1,1,600.0,600.0,6390.0
82,2026-01-07,Plazo_Patiala_Pant_3,5,350.0,1750.0,6390.0
82,2026-01-07,Plazo_Patiala_Pant_1,5,250.0,1250.0,6390.0
82,2026-01-07,Kurti_Chudidar_Top_3,3,460.0,1380.0,6390.0
82,2026-01-07,Leggings_3,2,195.0,390.0,6390.0
83,2026-02-24,Silk_Saree_1,5,750.0,3750.0,10690.0
83,2026-02-24,Plazo_Patiala_Pant_2,4,300.0,1200.0,10690.0
83,2026-02-24,Kurti_Chudidar_Top_7,1,560.0,560.0,10690.0
83,2026-02-24,Kids_dress_4,1,675.0,675.0,10690.0
83,2026-02-24,Kurti_Chudidar_Top_2,3,435.0,1305.0,10690.0
83,2026-02-24,Cotton_Saree_4,4,800.0,3200.0,10690.0
84,2026-01-20,Nighty_3,2,425.0,850.0,5250.0
84,2026-01-20,Catalogue_Sareee_7,5,740.0,3700.0,5250.0
84,2026-01-20,Cotton_Saree_2,1,700.0,700.0,5250.0
85,2026-03-09,Kids_dress_5,5,700.0,3500.0,12170.0
85,2026-03-09,Kurti_Chudidar_Top_4,5,485.0,2425.0,12170.0
85,2026-03-09,Kurti_Chudidar_Top_7,1,560.0,560.0,12170.0
85,2026-03-09,Nighty_4,3,475.0,1425.0,12170.0
85,2026-03-09,Catalogue_Sareee_6,3,725.0,2175.0,12170.0
85,2026-03-09,Catalogue_Sareee_3,2,680.0,1360.0,12170.0
85,2026-03-09,Kids_dress_6,1,725.0,725.0,12170.0
86,2026-01-28,Nighty_2,3,375.0,1125.0,7875.0
86,2026-01-28,Catalogue_Sareee_4,2,695.0,1390.0,7875.0
86,2026-01-28,Kids_dress_10,2,825.0,1650.0,7875.0
86,2026-01-28,Kids_dress_7,1,750.0,750.0,7875.0
