Bill_ID,Date,Product_Name,Quantity,Unit_Price,Total_Price,Bill_Total
18,2026-01-07,Sindoor,3,35.0,105.0,2015.0
18,2026-01-07,Eyeliner,1,80.0,80.0,2015.0
18,2026-01-07,Hair_Clips,3,40.0,120.0,2015.0
18,2026-01-07,Earrings,1,50.0,50.0,2015.0
19,2026-01-07,Nail_Polish,1,40.0,40.0,730.0
19,2026-01-07,Hair_Bands,4,30.0,120.0,730.0
19,2026-01-07,Comb,2,40.0,80.0,730.0
19,2026-01-07,Plazo_Patiala_Pant,1,250.0,250.0,730.0
19,2026-01-07,Nail_Polish,1,60.0,60.0,730.0
19,2026-01-07,Hair_Bands,3,30.0,90.0,730.0
19,2026-01-07,Fancy_Chain,2,45.0,90.0,730.0
20,2026-01-08,Finger_Ring,1,85.0,85.0,790.0
20,2026-01-08,Sindoor,2,35.0,70.0,790.0
20,2026-01-08,Fancy_Chain,1,105.0,105.0,790.0
20,2026-01-08,Finger_Ring,2,85.0,170.0,790.0
20,2026-01-08,Hair_Pins,4,20.0,80.0,790.0
20,2026-01-08,Hair_Bands,3,40.0,120.0,790.0
20,2026-01-08,Hair_Clips,4,40.0,160.0,790.0
21,2026-01-10,Leggings,1,205.0,205.0,945.0
21,2026-01-10,Earrings,1,275.0,275.0,945.0
21,2026-01-10,Hair_Bands,4,25.0,100.0,945.0
21,2026-01-10,Finger_Ring,3,45.0,135.0,945.0
21,2026-01-10,Earrings,3,50.0,150.0,945.0
21,2026-01-10,Hair_Clips,2,40.0,80.0,945.0
22,2026-01-10,Leggings,1,175.0,175.0,1310.0
22,2026-01-10,Safety_Pins,4,20.0,80.0,1310.0
22,2026-01-10,Bangles,1,110.0,110.0,1310.0
22,2026-01-10,Fancy_Chain,1,105.0,105.0,1310.0
22,2026-01-10,Comb,4,50.0,200.0,1310.0
22,2026-01-10,Hair_Clips,4,70.0,280.0,1310.0
22,2026-01-10,Nail_Polish,2,50.0,100.0,1310.0
22,2026-01-10,Hair_Clips,1,40.0,40.0,1310.0
22,2026-01-10,Hair_Pins,1,15.0,15.0,1310.0
22,2026-01-10,Earrings,1,205.0,205.0,1310.0
23,2026-01-10,Safety_Pins,1,20.0,20.0,490.0
23,2026-01-10,Bangles,1,400.0,400.0,490.0
23,2026-01-10,Hair_Pins,1,20.0,20.0,490.0
23,2026-01-10,Hair_Clips,1,50.0,50.0,490.0
24,2026-01-12,Nail_Polish,1,60.0,60.0,800.0
24,2026-01-12,Kids_dress,1,725.0,725.0,800.0
24,2026-01-12,Bindi_Packets,1,15.0,15.0,800.0
25,2026-01-12,Comb,3,60.0,180.0,825.0
25,2026-01-12,Finger_Ring,1,55.0,55.0,825.0
25,2026-01-12,Bindi_Packets,1,15.0,15.0,825.0
25,2026-01-12,Hair_Clips,1,40.0,40.0,825.0
25,2026-01-12,Earrings_,2,170.0,340.0,825.0
25,2026-01-12,Fancy_Chain,3,65.0,195.0,825.0
26,2026-01-12,Hair_Bands,2,25.0,50.0,1950.0
26,2026-01-12,Hair_Pins,1,10.0,10.0,1950.0
26,2026-01-12,Fancy_Chain,2,65.0,130.0,1950.0
26,2026-01-12,Comb,4,40.0,160.0,1950.0
26,2026-01-12,Safety_Pins,3,20.0,60.0,1950.0
26,2026-01-12,Bindi_Packets,1,15.0,15.0,1950.0
26,2026-01-12,Bangles,1,130.0,130.0,1950.0
26,2026-01-12,Hair_Bands,1,20.0,20.0,1950.0
26,2026-01-12,Leggings,1,175.0,175.0,1950.0
26,2026-01-12,Bangles,3,250.0,750.0,1950.0
26,2026-01-12,Plazo_Patiala_Pant,1,450.0,450.0,1950.0
27,2026-01-12,Earrings,4,50.0,200.0,1220.0
27,2026-01-12,Lipstick,2,90.0,180.0,1220.0
27,2026-01-12,Earrings_,3,170.0,510.0,1220.0
27,2026-01-12,Hair_Pins,4,30.0,120.0,1220.0
27,2026-01-12,Eyeliner,1,85.0,85.0,1220.0
27,2026-01-12,Lipstick,1,85.0,85.0,1220.0
27,2026-01-12,Hair_Bands,2,20.0,40.0,1220.0
28,2026-01-12,Safety_Pins,1,10.0,10.0,110.0
28,2026-01-12,Lipstick,1,90.0,90.0,110.0
28,2026-01-12,Hair_Pins,1,10.0,10.0,110.0
29,2026-01-13,Finger_Ring,1,85.0,85.0,1515.0
29,2026-01-13,Bangles,2,400.0,800.0,1515.0
29,2026-01-13,Comb,1,30.0,30.0,1515.0
29,2026-01-13,Kurti_Chudidar_Top,1,485.0,485.0,1515.0
29,2026-01-13,Hair_Bands,4,20.0,80.0,1515.0
29,2026-01-13,Hair_Bands,1,35.0,35.0,1515.0
30,2026-01-13,Fancy_Chain,1,85.0,85.0,2725.0
30,2026-01-13,Bindi_Packets,1,10.0,10.0,2725.0
30,2026-01-13,Kids_dress,1,775.0,775.0,2725.0
30,2026-01-13,Finger_Ring,2,40.0,80.0,2725.0
30,2026-01-13,Kurti_Chudidar_Top,2,435.0,870.0,2725.0
30,2026-01-13,Hair_Bands,3,40.0,120.0,2725.0
30,2026-01-13,Eyeliner,4,85.0,340.0,2725.0
30,2026-01-13,Earrings,1,190.0,190.0,2725.0
30,2026-01-13,Hair_Clips,3,40.0,120.0,2725.0
30,2026-01-13,Sindoor,3,45.0,135.0,2725.0
31,2026-01-13,Eyeliner,2,85.0,170.0,1440.0
31,2026-01-13,Hair_Pins,2,10.0,20.0,1440.0
31,2026-01-13,Razor,3,100.0,300.0,1440.0
31,2026-01-13,Nail_Polish,1,50.0,50.0,1440.0
31,2026-01-13,Earrings,4,120.0,480.0,1440.0
31,2026-01-13,Nighty,1,325.0,325.0,1440.0
31,2026-01-13,Hair_Bands,1,40.0,40.0,1440.0
31,2026-01-13,Hair_Pins,1,15.0,15.0,1440.0
31,2026-01-13,Sindoor,1,25.0,25.0,1440.0
31,2026-01-13,Hair_Pins,1,15.0,15.0,1440.0
32,2026-01-13,Necklace,1,630.0,630.0,990.0
32,2026-01-13,Kajal,3,90.0,270.0,990.0
32,2026-01-13,Sindoor,3,30.0,90.0,990.0
33,2026-01-13,Hair_Clips,1,80.0,80.0,265.0
33,2026-01-13,Nail_Polish,1,55.0,55.0,265.0
33,2026-01-13,Safety_Pins,1,25.0,25.0,265.0
33,2026-01-13,Bindi_Packets,1,15.0,15.0,265.0
33,2026-01-13,Hair_Clips,1,60.0,60.0,265.0
33,2026-01-13,Safety_Pins,3,10.0,30.0,265.0
34,2026-01-13,Bindi_Packets,1,15.0,15.0,145.0
34,2026-01-13,Hair_Bands,4,25.0,100.0,145.0
34,2026-01-13,Hair_Pins,1,30.0,30.0,145.0
35,2026-01-14,Hair_Pins,1,25.0,25.0,1940.0
35,2026-01-14,Safety_Pins,4,10.0,40.0,1940.0
35,2026-01-14,Bangles,1,400.0,400.0,1940.0
35,2026-01-14,Hair_Clips,3,80.0,240.0,1940.0
35,2026-01-14,Hair_Bands,1,35.0,35.0,1940.0
35,2026-01-14,Sindoor,3,35.0,105.0,1940.0
35,2026-01-14,Earrings,4,240.0,960.0,1940.0
35,2026-01-14,Bindi_Packets,1,15.0,15.0,1940.0
35,2026-01-14,Nail_Polish,2,60.0,120.0,1940.0
36,2026-01-15,Sindoor,4,35.0,140.0,850.0
36,2026-01-15,Hair_Bands,1,30.0,30.0,850.0
36,2026-01-15,Necklace,1,630.0,630.0,850.0
36,2026-01-15,Earrings,1,50.0,50.0,850.0
37,2026-01-15,Hair_Pins,4,25.0,100.0,955.0
37,2026-01-15,Hair_Pins,1,20.0,20.0,955.0
37,2026-01-15,Nail_Polish,3,50.0,150.0,955.0
37,2026-01-15,Bangles,2,300.0,600.0,955.0
37,2026-01-15,Sindoor,1,45.0,45.0,955.0
37,2026-01-15,Safety_Pins,1,10.0,10.0,955.0
37,2026-01-15,Bindi_Packets,1,15.0,15.0,955.0
37,2026-01-15,Bindi_Packets,1,15.0,15.0,955.0
38,2026-01-15,Bindi_Packets,1,15.0,15.0,1265.0
38,2026-01-15,Leggings,1,205.0,205.0,1265.0
38,2026-01-15,Leggings,1,185.0,185.0,1265.0
38,2026-01-15,Hair_Pins,1,30.0,30.0,1265.0
38,2026-01-15,Finger_Ring,1,65.0,65.0,1265.0
38,2026-01-15,Hair_Clips,3,50.0,150.0,1265.0
38,2026-01-15,Kajal,2,70.0,140.0,1265.0
38,2026-01-15,Bangles,2,50.0,100.0,1265.0
38,2026-01-15,Hair_Pins,3,30.0,90.0,1265.0
38,2026-01-15,Nail_Polish,1,45.0,45.0,1265.0
38,2026-01-15,Hair_Clips,3,80.0,240.0,1265.0
39,2026-01-15,Comb,2,60.0,120.0,860.0
39,2026-01-15,Safety_Pins,3,10.0,30.0,860.0
39,2026-01-15,Hair_Clips,3,40.0,120.0,860.0
39,2026-01-15,Comb,4,20.0,80.0,860.0
39,2026-01-15,Leggings,1,195.0,195.0,860.0
39,2026-01-15,Pocket_Mirror,3,35.0,105.0,860.0
39,2026-01-15,Comb,2,40.0,80.0,860.0
39,2026-01-15,Safety_Pins,4,20.0,80.0,860.0
39,2026-01-15,Hair_Clips,1,50.0,50.0,860.0
40,2026-01-15,Earrings,4,120.0,480.0,1550.0
40,2026-01-15,Bangles,1,400.0,400.0,1550.0
40,2026-01-15,Necklace,1,450.0,450.0,1550.0
40,2026-01-15,Hair_Pins,1,10.0,10.0,1550.0
40,2026-01-15,Finger_Ring,1,45.0,45.0,1550.0
40,2026-01-15,Hair_Pins,1,15.0,15.0,1550.0
40,2026-01-15,Razor,1,90.0,90.0,1550.0
40,2026-01-15,Finger_Ring,1,40.0,40.0,1550.0
40,2026-01-15,Comb,1,20.0,20.0,1550.0
41,2026-01-15,Leggings,1,205.0,205.0,1325.0
41,2026-01-15,Hair_Pins,4,20.0,80.0,1325.0
41,2026-01-15,Cotton_Saree,1,650.0,650.0,1325.0
41,2026-01-15,Finger_Ring,1,40.0,40.0,1325.0
41,2026-01-15,Bangles,1,350.0,350.0,1325.0
42,2026-01-16,Hair_Clips,1,80.0,80.0,2750.0
42,2026-01-16,Leggings,4,195.0,780.0,2750.0
42,2026-01-16,Fancy_Chain,3,85.0,255.0,2750.0
42,2026-01-16,Catalogue_Sareee,1,725.0,725.0,2750.0
42,2026-01-16,Eyeliner,2,95.0,190.0,2750.0
42,2026-01-16,Hair_Bands,1,40.0,40.0,2750.0
42,2026-01-16,Nail_Polish,1,50.0,50.0,2750.0
42,2026-01-16,Nail_Polish,4,60.0,240.0,2750.0
42,2026-01-16,Comb,2,20.0,40.0,2750.0
42,2026-01-16,Plazo_Patiala_Pant,1,350.0,350.0,2750.0
43,2026-01-16,Sindoor,1,30.0,30.0,1360.0
43,2026-01-16,Kids_dress,1,650.0,650.0,1360.0
43,2026-01-16,Bindi_Packets,2,10.0,20.0,1360.0
43,2026-01-16,Safety_Pins,3,10.0,30.0,1360.0
43,2026-01-16,Safety_Pins,1,10.0,10.0,1360.0
43,2026-01-16,Finger_Ring,2,65.0,130.0,1360.0
43,2026-01-16,Hair_Bands,4,20.0,80.0,1360.0
43,2026-01-16,Plazo_Patiala_Pant,1,250.0,250.0,1360.0
43,2026-01-16,Hair_Pins,1,25.0,25.0,1360.0
43,2026-01-16,Finger_Ring,3,45.0,135.0,1360.0
44,2026-01-17,Leggings,2,175.0,350.0,2215.0
44,2026-01-17,Bangles,3,70.0,210.0,2215.0
44,2026-01-17,Bindi_Packets,2,15.0,30.0,2215.0
44,2026-01-17,Necklace,2,525.0,1050.0,2215.0
44,2026-01-17,Bindi_Packets,1,10.0,10.0,2215.0
44,2026-01-17,Nail_Polish,4,40.0,160.0,2215.0
44,2026-01-17,Hair_Pins,1,25.0,25.0,2215.0
44,2026-01-17,Sindoor,1,30.0,30.0,2215.0
44,2026-01-17,Bangles,1,350.0,350.0,2215.0
45,2026-01-17,Safety_Pins,1,10.0,10.0,760.0
45,2026-01-17,Hair_Pins,4,10.0,40.0,760.0
45,2026-01-17,Bindi_Packets,4,15.0,60.0,760.0
45,2026-01-17,Bangles,1,70.0,70.0,760.0
45,2026-01-17,Earrings,1,155.0,155.0,760.0
45,2026-01-17,Comb,3,20.0,60.0,760.0
45,2026-01-17,Hair_Pins,1,25.0,25.0,760.0
45,2026-01-17,Lipstick,4,85.0,340.0,760.0
46,2026-01-17,Hair_Clips,2,60.0,120.0,450.0
46,2026-01-17,Razor,1,100.0,100.0,450.0
46,2026-01-17,Bindi_Packets,1,15.0,15.0,450.0
46,2026-01-17,Bangles,1,90.0,90.0,450.0
46,2026-01-17,Fancy_Chain,1,125.0,125.0,450.0
47,2026-01-18,Hair_Clips,1,70.0,70.0,1395.0
47,2026-01-18,Finger_Ring,2,85.0,170.0,1395.0
47,2026-01-18,Nighty,1,525.0,525.0,1395.0
47,2026-01-18,Comb,4,20.0,80.0,1395.0
47,2026-01-18,Lipstick,3,90.0,270.0,1395.0
47,2026-01-18,Bangles,4,70.0,280.0,1395.0
48,2026-01-18,Lipstick,3,90.0,270.0,620.0
48,2026-01-18,Bangles,1,90.0,90.0,620.0
48,2026-01-18,Earrings,1,155.0,155.0,620.0
48,2026-01-18,Safety_Pins,1,10.0,10.0,620.0
48,2026-01-18,Comb,1,20.0,20.0,620.0
48,2026-01-18,Safety_Pins,3,25.0,75.0,620.0
49,2026-01-19,Hair_Bands,1,25.0,25.0,725.0
49,2026-01-19,Bangles,1,110.0,110.0,725.0
49,2026-01-19,Bangles,1,250.0,250.0,725.0
49,2026-01-19,Bindi_Packets,1,15.0,15.0,725.0
49,2026-01-19,Earrings_,1,170.0,170.0,725.0
49,2026-01-19,Pocket_Mirror,1,35.0,35.0,725.0
49,2026-01-19,Sindoor,3,40.0,120.0,725.0
50,2026-01-20,Bangles,1,400.0,400.0,830.0
50,2026-01-20,Bindi_Packets,1,15.0,15.0,830.0
50,2026-01-20,Nail_Polish,1,45.0,45.0,830.0
50,2026-01-20,Leggings,2,185.0,370.0,830.0
51,2026-01-20,Bangles,1,250.0,250.0,1810.0
51,2026-01-20,Bangles,1,70.0,70.0,1810.0
51,2026-01-20,Hair_Bands,3,25.0,75.0,1810.0
51,2026-01-20,Fancy_Chain,1,105.0,105.0,1810.0
51,2026-01-20,Fancy_Chain,2,85.0,170.0,1810.0
51,2026-01-20,Necklace,2,475.0,950.0,1810.0
51,2026-01-20,Hair_Clips,2,70.0,140.0,1810.0
51,2026-01-20,Finger_Ring,1,40.0,40.0,1810.0
51,2026-01-20,Bindi_Packets,1,10.0,10.0,1810.0
52,2026-01-20,Comb,2,30.0,60.0,425.0
52,2026-01-20,Hair_Bands,2,40.0,80.0,425.0
52,2026-01-20,Sindoor,1,35.0,35.0,425.0
52,2026-01-20,Hair_Clips,1,70.0,70.0,425.0
52,2026-01-20,Lipstick,2,90.0,180.0,425.0
53,2026-01-21,Nail_Polish,2,55.0,110.0,1530.0
53,2026-01-21,Kids_dress,1,650.0,650.0,1530.0
53,2026-01-21,Hair_Pins,3,25.0,75.0,1530.0
53,2026-01-21,Lipstick,2,85.0,170.0,1530.0
53,2026-01-21,Bindi_Packets,2,10.0,20.0,1530.0
53,2026-01-21,Plazo_Patiala_Pant,1,300.0,300.0,1530.0
53,2026-01-21,Hair_Clips,3,60.0,180.0,1530.0
53,2026-01-21,Safety_Pins,1,10.0,10.0,1530.0
53,2026-01-21,Bindi_Packets,1,15.0,15.0,1530.0
54,2026-01-22,Sindoor,1,30.0,30.0,1565.0
54,2026-01-22,Finger_Ring,3,45.0,135.0,1565.0
54,2026-01-22,Necklace,1,630.0,630.0,1565.0
54,2026-01-22,Comb,1,20.0,20.0,1565.0
54,2026-01-22,Silk_Saree,1,750.0,750.0,1565.0
55,2026-01-23,Kajal,2,70.0,140.0,415.0
55,2026-01-23,Safety_Pins,1,10.0,10.0,415.0
55,2026-01-23,Pocket_Mirror,2,75.0,150.0,415.0
55,2026-01-23,Nail_Polish,1,45.0,45.0,415.0
55,2026-01-23,Bangles,1,50.0,50.0,415.0
55,2026-01-23,Safety_Pins,1,20.0,20.0,415.0
56,2026-01-24,Hair_Clips,2,70.0,140.0,850.0
56,2026-01-24,Sindoor,2,25.0,50.0,850.0
56,2026-01-24,Bindi_Packets,2,15.0,30.0,850.0
56,2026-01-24,Earrings,3,120.0,360.0,850.0
56,2026-01-24,Sindoor,2,45.0,90.0,850.0
56,2026-01-24,Bindi_Packets,2,15.0,30.0,850.0
56,2026-01-24,Hair_Clips,3,50.0,150.0,850.0
57,2026-01-24,Hair_Bands,1,20.0,20.0,1120.0
57,2026-01-24,Earrings,2,50.0,100.0,1120.0
57,2026-01-24,Kajal,1,70.0,70.0,1120.0
57,2026-01-24,Finger_Ring,3,65.0,195.0,1120.0
57,2026-01-24,Bindi_Packets,1,10.0,10.0,1120.0
57,2026-01-24,Earrings,2,275.0,550.0,1120.0
57,2026-01-24,Leggings,1,175.0,175.0,1120.0
58,2026-01-24,Kajal,2,70.0,140.0,845.0
58,2026-01-24,Leggings,2,185.0,370.0,845.0
58,2026-01-24,Bindi_Packets,1,15.0,15.0,845.0
58,2026-01-24,Eyeliner,4,80.0,320.0,845.0
59,2026-01-25,Kajal,1,90.0,90.0,765.0
59,2026-01-25,Hair_Clips,4,60.0,240.0,765.0
59,2026-01-25,Nail_Polish,2,60.0,120.0,765.0
59,2026-01-25,Eyeliner,2,90.0,180.0,765.0
59,2026-01-25,Hair_Pins,2,30.0,60.0,765.0
59,2026-01-25,Safety_Pins,1,25.0,25.0,765.0
59,2026-01-25,Hair_Bands,1,30.0,30.0,765.0
59,2026-01-25,Safety_Pins,1,20.0,20.0,765.0
60,2026-01-26,Eyeliner,2,85.0,170.0,3185.0
60,2026-01-26,Hair_Clips,1,40.0,40.0,3185.0
60,2026-01-26,Bangles,1,110.0,110.0,3185.0
60,2026-01-26,Earrings,4,240.0,960.0,3185.0
60,2026-01-26,Bangles,1,400.0,400.0,3185.0
60,2026-01-26,Earrings,2,205.0,410.0,3185.0
60,2026-01-26,Plazo_Patiala_Pant,2,400.0,800.0,3185.0
60,2026-01-26,Finger_Ring,3,55.0,165.0,3185.0
60,2026-01-26,Bangles,1,130.0,130.0,3185.0
61,2026-01-26,Earrings_,1,170.0,170.0,680.0
61,2026-01-26,Lipstick,3,85.0,255.0,680.0
61,2026-01-26,Earrings,3,85.0,255.0,680.0
62,2026-01-26,Bangles,3,130.0,390.0,1925.0
62,2026-01-26,Plazo_Patiala_Pant,1,400.0,400.0,1925.0
62,2026-01-26,Necklace,1,525.0,525.0,1925.0
62,2026-01-26,Leggings,2,185.0,370.0,1925.0
62,2026-01-26,Comb,4,60.0,240.0,1925.0
63,2026-01-27,Nail_Polish,1,50.0,50.0,420.0
63,2026-01-27,Bindi_Packets,4,15.0,60.0,420.0
63,2026-01-27,Lipstick,1,80.0,80.0,420.0
63,2026-01-27,Hair_Clips,3,60.0,180.0,420.0
63,2026-01-27,Bangles,1,50.0,50.0,420.0
64,2026-01-28,Comb,2,40.0,80.0,1265.0
64,2026-01-28,Comb,3,40.0,120.0,1265.0
64,2026-01-28,Finger_Ring,1,45.0,45.0,1265.0
64,2026-01-28,Nail_Polish,1,45.0,45.0,1265.0
64,2026-01-28,Bindi_Packets,1,15.0,15.0,1265.0
64,2026-01-28,Fancy_Chain,2,125.0,250.0,1265.0
64,2026-01-28,Catalogue_Sareee,1,710.0,710.0,1265.0
65,2026-01-28,Finger_Ring,4,85.0,340.0,2515.0
65,2026-01-28,Fancy_Chain,1,105.0,105.0,2515.0
65,2026-01-28,Fancy_Chain,1,45.0,45.0,2515.0
65,2026-01-28,Catalogue_Sareee,1,770.0,770.0,2515.0
65,2026-01-28,Hair_Clips,2,50.0,100.0,2515.0
65,2026-01-28,Lipstick,2,100.0,200.0,2515.0
65,2026-01-28,Earrings,1,275.0,275.0,2515.0
65,2026-01-28,Fancy_Chain,2,125.0,250.0,2515.0
65,2026-01-28,Safety_Pins,1,20.0,20.0,2515.0
65,2026-01-28,Leggings,2,205.0,410.0,2515.0
66,2026-01-28,Pocket_Mirror,1,50.0,50.0,1915.0
66,2026-01-28,Leggings,2,205.0,410.0,1915.0
66,2026-01-28,Bangles,4,90.0,360.0,1915.0
66,2026-01-28,Catalogue_Sareee,1,710.0,710.0,1915.0
66,2026-01-28,Safety_Pins,1,20.0,20.0,1915.0
66,2026-01-28,Safety_Pins,1,10.0,10.0,1915.0
66,2026-01-28,Earrings,2,155.0,310.0,1915.0
66,2026-01-28,Bindi_Packets,3,15.0,45.0,1915.0
67,2026-01-28,Finger_Ring,4,45.0,180.0,815.0
67,2026-01-28,Nail_Polish,4,50.0,200.0,815.0
67,2026-01-28,Earrings,2,205.0,410.0,815.0
67,2026-01-28,Hair_Pins,1,25.0,25.0,815.0
68,2026-01-29,Kurti_Chudidar_Top_,1,635.0,635.0,1165.0
68,2026-01-29,Nail_Polish,2,40.0,80.0,1165.0
