Bill_ID,Bill_Date,Product_Name,Quantity,Unit_Price,Total_Price,Bill_Total
33,2026-02-17,Finger_Ring_1,3,85.0,255.0,580.0
33,2026-02-17,Eyeliner_2,1,85.0,85.0,580.0
33,2026-02-17,Hair_Clips_2,4,50.0,200.0,580.0
33,2026-02-17,Hair_Pins_1,4,10.0,40.0,580.0
34,2026-01-12,Necklace_5,5,450.0,2250.0,3640.0
34,2026-01-12,Fancy_Chain_4,2,105.0,210.0,3640.0
34,2026-01-12,Fancy_Chain_2,3,65.0,195.0,3640.0
34,2026-01-12,Pocket_Mirror_2,3,50.0,150.0,3640.0
34,2026-01-12,Earrings_5,2,190.0,380.0,3640.0
34,2026-01-12,Hair_Pins_4,5,25.0,125.0,3640.0
34,2026-01-12,Nail_Polish_2,4,45.0,180.0,3640.0
34,2026-01-12,Nail_Polish_3,3,50.0,150.0,3640.0
35,2026-03-26,Hair_Pins_3,5,20.0,100.0,100.0
36,2026-02-18,Hair_Bands_2,5,20.0,100.0,100.0
37,2026-01-08,Earrings_4,4,155.0,620.0,2915.0
37,2026-01-08,Eyeliner_1,5,80.0,400.0,2915.0
37,2026-01-08,Hair_Bands_3,2,25.0,50.0,2915.0
37,2026-01-08,Bangles_4,3,110.0,330.0,2915.0
37,2026-01-08,Bindi_Packets_3,1,15.0,15.0,2915.0
37,2026-01-08,Hair_Pins_1,2,10.0,20.0,2915.0
37,2026-01-08,Fancy_Chain_2,2,65.0,130.0,2915.0
37,2026-01-08,Bangles_10,3,450.0,1350.0,2915.0
38,2026-03-11,Fancy_Chain_4,1,105.0,105.0,1265.0
38,2026-03-11,Hair_Clips_4,4,70.0,280.0,1265.0
38,2026-03-11,Kajal_1,1,70.0,70.0,1265.0
38,2026-03-11,Earrings_1,4,50.0,200.0,1265.0
38,2026-03-11,Fancy_Chain_1,5,45.0,225.0,1265.0
38,2026-03-11,Eyeliner_4,2,95.0,190.0,1265.0
38,2026-03-11,Nail_Polish_2,1,45.0,45.0,1265.0
38,2026-03-11,Hair_Pins_5,5,30.0,150.0,1265.0
39,2026-01-04,Lipstick_1,5,80.0,400.0,990.0
39,2026-01-04,Hair_Clips_2,4,50.0,200.0,990.0
39,2026-01-04,Hair_Pins_5,1,30.0,30.0,990.0
39,2026-01-04,Earrings_3,3,120.0,360.0,990.0
40,2026-02-09,Nail_Polish_2,1,45.0,45.0,470.0
40,2026-02-09,Finger_Ring_5,5,55.0,275.0,470.0
40,2026-02-09,Hair_Clips_2,3,50.0,150.0,470.0
41,2026-02-15,Eyeliner_2,5,85.0,425.0,625.0
41,2026-02-15,Razor_2,2,100.0,200.0,625.0
42,2026-03-17,Kajal_2,2,90.0,180.0,1590.0
42,2026-03-17,Sindoor_3,3,35.0,105.0,1590.0
42,2026-03-17,Hair_Bands_3,4,25.0,100.0,1590.0
42,2026-03-17,Necklace_5,1,450.0,450.0,1590.0
42,2026-03-17,Eyeliner_4,4,95.0,380.0,1590.0
42,2026-03-17,Fancy_Chain_5,3,125.0,375.0,1590.0
43,2026-03-14,Bangles_5,5,130.0,650.0,1900.0
43,2026-03-14,Earrings_8,5,240.0,1200.0,1900.0
43,2026-03-14,Bindi_Packets_2,2,15.0,30.0,1900.0
43,2026-03-14,Bindi_Packets_1,2,10.0,20.0,1900.0
44,2026-03-01,Eyeliner_1,4,80.0,320.0,700.0
44,2026-03-01,Earrings_5,2,190.0,380.0,700.0
45,2026-03-24,Nail_Polish_2,3,45.0,135.0,1735.0
45,2026-03-24,Safety_Pins_3,3,25.0,75.0,1735.0
45,2026-03-24,Bangles_6,5,250.0,1250.0,1735.0
45,2026-03-24,Earrings_7,1,275.0,275.0,1735.0
46,2026-02-05,Earrings_4,2,155.0,310.0,980.0
46,2026-02-05,Finger_Ring_5,4,55.0,220.0,980.0
46,2026-02-05,Bangles_3,5,90.0,450.0,980.0
47,2026-03-16,Necklace_4,3,525.0,1575.0,3560.0
47,2026-03-16,Earrings_8,4,240.0,960.0,3560.0
47,2026-03-16,Earrings_9,5,205.0,1025.0,3560.0
48,2026-02-12,Lipstick_1,4,80.0,320.0,2855.0
48,2026-02-12,Sindoor_5,2,45.0,90.0,2855.0
48,2026-02-12,Earrings_1,5,50.0,250.0,2855.0
48,2026-02-12,Lipstick_2,5,85.0,425.0,2855.0
48,2026-02-12,Eyeliner_2,2,85.0,170.0,2855.0
48,2026-02-12,Bangles_7,5,300.0,1500.0,2855.0
48,2026-02-12,Razor_2,1,100.0,100.0,2855.0
49,2026-02-22,Nail_Polish_1,4,40.0,160.0,290.0
49,2026-02-22,Fancy_Chain_2,2,65.0,130.0,290.0
50,2026-02-25,Comb_5,3,60.0,180.0,1850.0
50,2026-02-25,Bangles_3,3,90.0,270.0,1850.0
50,2026-02-25,Hair_Clips_4,2,70.0,140.0,1850.0
50,2026-02-25,Necklace_2,2,630.0,1260.0,1850.0
51,2026-03-20,Hair_Clips_4,3,70.0,210.0,465.0
51,2026-03-20,Eyeliner_2,3,85.0,255.0,465.0
52,2026-03-23,Fancy_Chain_3,2,85.0,170.0,1415.0
52,2026-03-23,Kajal_2,2,90.0,180.0,1415.0
52,2026-03-23,Razor_2,4,100.0,400.0,1415.0
52,2026-03-23,Hair_Pins_5,2,30.0,60.0,1415.0
52,2026-03-23,Pocket_Mirror_3,5,75.0,375.0,1415.0
52,2026-03-23,Sindoor_4,3,40.0,120.0,1415.0
52,2026-03-23,Hair_Pins_1,1,10.0,10.0,1415.0
52,2026-03-23,Nail_Polish_3,2,50.0,100.0,1415.0
53,2026-03-30,Bangles_9,1,400.0,400.0,1285.0
53,2026-03-30,Bangles_3,5,90.0,450.0,1285.0
53,2026-03-30,Bindi_Packets_5,4,15.0,60.0,1285.0
53,2026-03-30,Hair_Bands_5,4,35.0,140.0,1285.0
53,2026-03-30,Hair_Pins_4,3,25.0,75.0,1285.0
53,2026-03-30,Nail_Polish_1,4,40.0,160.0,1285.0
54,2026-03-29,Earrings_8,1,240.0,240.0,340.0
54,2026-03-29,Razor_2,1,100.0,100.0,340.0
55,2026-02-28,Pocket_Mirror_1,3,35.0,105.0,4165.0
55,2026-02-28,Finger_Ring_1,4,85.0,340.0,4165.0
55,2026-02-28,Sindoor_3,4,35.0,140.0,4165.0
55,2026-02-28,Eyeliner_2,2,85.0,170.0,4165.0
55,2026-02-28,Necklace_3,5,475.0,2375.0,4165.0
55,2026-02-28,Bindi_Packets_5,5,15.0,75.0,4165.0
55,2026-02-28,Earrings_8,4,240.0,960.0,4165.0
56,2026-03-27,Lipstick_1,1,80.0,80.0,80.0
57,2026-02-02,Finger_Ring_3,3,45.0,135.0,1440.0
57,2026-02-02,Earrings_8,3,240.0,720.0,1440.0
57,2026-02-02,Lipstick_2,1,85.0,85.0,1440.0
57,2026-02-02,Eyeliner_3,5,90.0,450.0,1440.0
57,2026-02-02,Earrings_1,1,50.0,50.0,1440.0
58,2026-01-06,Lipstick_4,2,95.0,190.0,1370.0
58,2026-01-06,Hair_Pins_3,3,20.0,60.0,1370.0
58,2026-01-06,Safety_Pins_3,2,25.0,50.0,1370.0
58,2026-01-06,Finger_Ring_4,5,40.0,200.0,1370.0
58,2026-01-06,Necklace_4,1,525.0,525.0,1370.0
58,2026-01-06,Sindoor_1,1,25.0,25.0,1370.0
58,2026-01-06,Razor_1,3,90.0,270.0,1370.0
58,2026-01-06,Hair_Pins_4,2,25.0,50.0,1370.0
59,2026-03-15,Lipstick_4,5,95.0,475.0,2710.0
59,2026-03-15,Bangles_1,4,50.0,200.0,2710.0
59,2026-03-15,Finger_Ring_4,5,40.0,200.0,2710.0
59,2026-03-15,Bangles_7,3,300.0,900.0,2710.0
59,2026-03-15,Bindi_Packets_5,2,15.0,30.0,2710.0
59,2026-03-15,Nail_Polish_2,5,45.0,225.0,2710.0
59,2026-03-15,Earrings_10,3,170.0,510.0,2710.0
59,2026-03-15,Finger_Ring_1,2,85.0,170.0,2710.0
60,2026-02-13,Razor_1,3,90.0,270.0,745.0
60,2026-02-13,Lipstick_4,5,95.0,475.0,745.0
61,2026-01-20,Hair_Clips_4,1,70.0,70.0,1365.0
61,2026-01-20,Comb_1,5,20.0,100.0,1365.0
61,2026-01-20,Eyeliner_3,3,90.0,270.0,1365.0
61,2026-01-20,Necklace_3,1,475.0,475.0,1365.0
61,2026-01-20,Kajal_2,5,90.0,450.0,1365.0
62,2026-03-08,Comb_3,2,40.0,80.0,1895.0
62,2026-03-08,Kajal_2,3,90.0,270.0,1895.0
62,2026-03-08,Lipstick_5,4,100.0,400.0,1895.0
62,2026-03-08,Earrings_3,1,120.0,120.0,1895.0
62,2026-03-08,Nail_Polish_1,5,40.0,200.0,1895.0
62,2026-03-08,Earrings_7,3,275.0,825.0,1895.0
63,2026-01-30,Necklace_5,2,450.0,900.0,900.0
64,2026-03-25,Pocket_Mirror_2,5,50.0,250.0,690.0
64,2026-03-25,Sindoor_4,5,40.0,200.0,690.0
64,2026-03-25,Comb_3,2,40.0,80.0,690.0
64,2026-03-25,Hair_Clips_1,4,40.0,160.0,690.0
65,2026-02-12,Lipstick_2,4,85.0,340.0,1765.0
65,2026-02-12,Eyeliner_4,4,95.0,380.0,1765.0
65,2026-02-12,Hair_Bands_2,2,20.0,40.0,1765.0
65,2026-02-12,Fancy_Chain_4,1,105.0,105.0,1765.0
65,2026-02-12,Bangles_7,3,300.0,900.0,1765.0
66,2026-02-28,Earrings_10,4,170.0,680.0,2275.0
66,2026-02-28,Bangles_1,2,50.0,100.0,2275.0
66,2026-02-28,Comb_3,5,40.0,200.0,2275.0
66,2026-02-28,Nail_Polish_1,4,40.0,160.0,2275.0
66,2026-02-28,Fancy_Chain_5,4,125.0,500.0,2275.0
66,2026-02-28,Razor_1,5,90.0,450.0,2275.0
66,2026-02-28,Nail_Polish_4,2,55.0,110.0,2275.0
66,2026-02-28,Bindi_Packets_3,5,15.0,75.0,2275.0
67,2026-01-18,Sindoor_2,4,30.0,120.0,670.0
67,2026-01-18,Earrings_5,1,190.0,190.0,670.0
67,2026-01-18,Hair_Bands_5,3,35.0,105.0,670.0
67,2026-01-18,Eyeliner_2,3,85.0,255.0,670.0
68,2026-02-07,Bindi_Packets_2,1,15.0,15.0,325.0
68,2026-02-07,Finger_Ring_2,1,65.0,65.0,325.0
68,2026-02-07,Comb_5,2,60.0,120.0,325.0
68,2026-02-07,Hair_Pins_2,3,15.0,45.0,325.0
68,2026-02-07,Eyeliner_1,1,80.0,80.0,325.0
69,2026-01-31,Eyeliner_2,2,85.0,170.0,1615.0
69,2026-01-31,Bangles_3,2,90.0,180.0,1615.0
69,2026-01-31,Nail_Polish_5,3,60.0,180.0,1615.0
69,2026-01-31,Bindi_Packets_5,3,15.0,45.0,1615.0
69,2026-01-31,Hair_Pins_5,5,30.0,150.0,1615.0
69,2026-01-31,Earrings_10,3,170.0,510.0,1615.0
69,2026-01-31,Hair_Clips_3,5,60.0,300.0,1615.0
69,2026-01-31,Eyeliner_1,1,80.0,80.0,1615.0
70,2026-02-25,Finger_Ring_3,1,45.0,45.0,2755.0
70,2026-02-25,Nail_Polish_3,1,50.0,50.0,2755.0
70,2026-02-25,Earrings_5,4,190.0,760.0,2755.0
70,2026-02-25,Necklace_3,4,475.0,1900.0,2755.0
71,2026-02-16,Hair_Clips_1,1,40.0,40.0,240.0
71,2026-02-16,Hair_Bands_1,5,40.0,200.0,240.0
72,2026-02-11,Earrings_5,2,190.0,380.0,3030.0
72,2026-02-11,Sindoor_4,5,40.0,200.0,3030.0
72,2026-02-11,Necklace_5,5,450.0,2250.0,3030.0
72,2026-02-11,Safety_Pins_2,3,20.0,60.0,3030.0
72,2026-02-11,Bangles_2,2,70.0,140.0,3030.0
73,2026-03-17,Bangles_10,2,450.0,900.0,4775.0
73,2026-03-17,Necklace_3,5,475.0,2375.0,4775.0
73,2026-03-17,Bindi_Packets_5,4,15.0,60.0,4775.0
73,2026-03-17,Earrings_9,4,205.0,820.0,4775.0
73,2026-03-17,Eyeliner_4,4,95.0,380.0,4775.0
73,2026-03-17,Hair_Clips_5,3,80.0,240.0,4775.0
74,2026-01-21,Earrings_2,4,85.0,340.0,3195.0
74,2026-01-21,Comb_5,3,60.0,180.0,3195.0
74,2026-01-21,Lipstick_2,3,85.0,255.0,3195.0
74,2026-01-21,Bangles_8,3,350.0,1050.0,3195.0
74,2026-01-21,Finger_Ring_4,3,40.0,120.0,3195.0
74,2026-01-21,Bangles_6,5,250.0,1250.0,3195.0
75,2026-03-08,Bangles_9,1,400.0,400.0,400.0
76,2026-01-06,Pocket_Mirror_1,4,35.0,140.0,460.0
76,2026-01-06,Razor_2,2,100.0,200.0,460.0
76,2026-01-06,Finger_Ring_4,3,40.0,120.0,460.0
77,2026-02-05,Nail_Polish_1,1,40.0,40.0,1010.0
77,2026-02-05,Kajal_2,3,90.0,270.0,1010.0
77,2026-02-05,Bangles_8,2,350.0,700.0,1010.0
78,2026-03-11,Lipstick_1,1,80.0,80.0,660.0
78,2026-03-11,Hair_Pins_5,1,30.0,30.0,660.0
78,2026-03-11,Hair_Clips_2,3,50.0,150.0,660.0
78,2026-03-11,Eyeliner_1,5,80.0,400.0,660.0
79,2026-03-23,Hair_Clips_1,1,40.0,40.0,825.0
79,2026-03-23,Bindi_Packets_5,5,15.0,75.0,825.0
79,2026-03-23,Lipstick_1,4,80.0,320.0,825.0
79,2026-03-23,Lipstick_2,3,85.0,255.0,825.0
79,2026-03-23,Nail_Polish_2,3,45.0,135.0,825.0
80,2026-02-15,Comb_2,5,30.0,150.0,1550.0
80,2026-02-15,Fancy_Chain_1,5,45.0,225.0,1550.0
80,2026-02-15,Hair_Pins_1,4,10.0,40.0,1550.0
80,2026-02-15,Bangles_3,4,90.0,360.0,1550.0
80,2026-02-15,Earrings_4,5,155.0,775.0,1550.0
81,2026-01-08,Hair_Bands_4,2,30.0,60.0,2435.0
81,2026-01-08,Necklace_3,5,475.0,2375.0,2435.0
82,2026-02-07,Bindi_Packets_2,4,15.0,60.0,1260.0
82,2026-02-07,Fancy_Chain_2,4,65.0,260.0,1260.0
82,2026-02-07,Earrings_4,4,155.0,620.0,1260.0
82,2026-02-07,Bangles_1,5,50.0,250.0,1260.0
82,2026-02-07,Sindoor_2,1,30.0,30.0,1260.0
82,2026-02-07,Safety_Pins_1,4,10.0,40.0,1260.0
83,2026-01-02,Sindoor_3,5,35.0,175.0,175.0
84,2026-03-24,Earrings_7,5,275.0,1375.0,3300.0
84,2026-03-24,Bindi_Packets_2,4,15.0,60.0,3300.0
84,2026-03-24,Necklace_1,1,790.0,790.0,3300.0
84,2026-03-24,Lipstick_2,1,85.0,85.0,3300.0
84,2026-03-24,Lipstick_3,5,90.0,450.0,3300.0
84,2026-03-24,Eyeliner_5,3,100.0,300.0,3300.0
84,2026-03-24,Lipstick_1,3,80.0,240.0,3300.0
85,2026-02-06,Fancy_Chain_3,5,85.0,425.0,425.0
86,2026-03-04,Necklace_5,3,450.0,1350.0,5835.0
86,2026-03-04,Bangles_4,5,110.0,550.0,5835.0
86,2026-03-04,Earrings_4,5,155.0,775.0,5835.0
86,2026-03-04,Razor_1,2,90.0,180.0,5835.0
86,2026-03-04,Bangles_7,3,300.0,900.0,5835.0
86,2026-03-04,Razor_2,4,100.0,400.0,5835.0
86,2026-03-04,Nail_Polish_3,2,50.0,100.0,5835.0
86,2026-03-04,Necklace_1,2,790.0,1580.0,5835.0
87,2026-02-14,Bangles_6,3,250.0,750.0,930.0
87,2026-02-14,Nail_Polish_2,4,45.0,180.0,930.0
88,2026-02-25,Sindoor_1,4,25.0,100.0,100.0
89,2026-01-13,Eyeliner_2,1,85.0,85.0,885.0
89,2026-01-13,Hair_Clips_3,5,60.0,300.0,885.0
89,2026-01-13,Lipstick_5,4,100.0,400.0,885.0
89,2026-01-13,Pocket_Mirror_2,2,50.0,100.0,885.0
90,2026-02-03,Lipstick_4,1,95.0,95.0,4305.0
90,2026-02-03,Bangles_1,4,50.0,200.0,4305.0
90,2026-02-03,Necklace_4,5,525.0,2625.0,4305.0
90,2026-02-03,Kajal_2,5,90.0,450.0,4305.0
90,2026-02-03,Hair_Pins_3,4,20.0,80.0,4305.0
90,2026-02-03,Earrings_2,3,85.0,255.0,4305.0
90,2026-02-03,Earrings_3,5,120.0,600.0,4305.0
91,2026-01-27,Necklace_5,4,450.0,1800.0,1800.0
92,2026-01-11,Nail_Polish_5,1,60.0,60.0,935.0
92,2026-01-11,Bindi_Packets_4,5,15.0,75.0,935.0
92,2026-01-11,Safety_Pins_1,3,10.0,30.0,935.0
92,2026-01-11,Finger_Ring_5,4,55.0,220.0,935.0
92,2026-01-11,Sindoor_1,4,25.0,100.0,935.0
92,2026-01-11,Bangles_3,5,90.0,450.0,935.0
93,2026-03-04,Pocket_Mirror_1,4,35.0,140.0,140.0
94,2026-02-15,Hair_Bands_4,2,30.0,60.0,3035.0
94,2026-02-15,Hair_Clips_3,3,60.0,180.0,3035.0
94,2026-02-15,Necklace_1,2,790.0,1580.0,3035.0
94,2026-02-15,Sindoor_4,3,40.0,120.0,3035.0
94,2026-02-15,Bangles_8,2,350.0,700.0,3035.0
94,2026-02-15,Bangles_5,2,130.0,260.0,3035.0
94,2026-02-15,Comb_3,3,40.0,120.0,3035.0
94,2026-02-15,Bindi_Packets_5,1,15.0,15.0,3035.0
95,2026-02-26,Hair_Pins_2,2,15.0,30.0,1350.0
95,2026-02-26,Lipstick_1,3,80.0,240.0,1350.0
95,2026-02-26,Necklace_1,1,790.0,790.0,1350.0
95,2026-02-26,Hair_Bands_2,5,20.0,100.0,1350.0
95,2026-02-26,Fancy_Chain_4,1,105.0,105.0,1350.0
95,2026-02-26,Lipstick_2,1,85.0,85.0,1350.0
96,2026-02-25,Bangles_3,5,90.0,450.0,1545.0
96,2026-02-25,Earrings_1,4,50.0,200.0,1545.0
96,2026-02-25,Bindi_Packets_1,4,10.0,40.0,1545.0
96,2026-02-25,Comb_2,3,30.0,90.0,1545.0
96,2026-02-25,Bindi_Packets_5,4,15.0,60.0,1545.0
96,2026-02-25,Fancy_Chain_2,5,65.0,325.0,1545.0
96,2026-02-25,Earrings_5,2,190.0,380.0,1545.0
97,2026-03-23,Sindoor_2,5,30.0,150.0,1820.0
